→‎Notes:add authority control,safe,Ser Amantio di Nicolao,"{{Use dmy dates|date=September 2016}}
{{Use British English|date=September 2016}}
[[File:David Cracknell.jpg|thumb]]
'''David Cracknell''' is a former journalist in the [[United Kingdom]]. Formerly Political Editor of [[The Sunday Times]], he is head of a public relations firm, Big Tent Communications.

==Early life==

Cracknell attended [[Forest School (Walthamstow)|Forest School]] in London and later went on to [[Pembroke College, Oxford]]. While at Oxford, his short story \"Alternative Medicine\" was published by Margaret Drabble in the first series of [[The Mays]].<ref>[https://www.instagram.com/p/BUihhFUDEpn/]</ref>

==Journalism career==

Prior to launching his own consultancy in 2008, he covered politics for newspapers for over 15 years, including stints at the [[Sunday Telegraph]], [[Press Association]] and finally being political editor at [[The Sunday Times]]. He also helped found [[Sunday Business]] with [[Jeff Randall (journalist)|Jeff Randall]] in 1998.

During his seven years as Political Editor of The Sunday Times, Cracknell contributed to \"an extraordinary run of Whitehall scoops\" which exposed [[Tony Blair]]'s government.<ref>{{Cite web |url=http://www.spectator.co.uk/comic/who-is-behind-the-extraordinary-run-of-whitehall-scoops-in-the-sunday-times/ |title=Archived copy |access-date=31 March 2016 |archive-url=https://web.archive.org/web/20160410015654/http://www.spectator.co.uk/comic/who-is-behind-the-extraordinary-run-of-whitehall-scoops-in-the-sunday-times/ |archive-date=10 April 2016 |url-status=dead }}</ref>

In 23 May 2004 he revealed the doubts of Foreign Secretary Jack Straw that tactics in Iraq were \"heavy handed\".<ref>http://www.timesonline.co.uk/newspaper/0,,2761-1120343,00.html</ref>

Another big story came in April 2004 when he revealed a series of leaked Cabinet papers on [[David Blunkett]]'s plan to introduce compulsory ID cards<ref>http://www.thesundaytimes.co.uk/sto/news/uk_news/article223044.ece</ref>

On 8 August 2004 it was revealed that Sir David Omand, the UK's intelligence and security coordinator, had told a meeting of the British cabinet he was launching a major leak inquiry, which ended up costing an estimated £1m.
<ref>http://www.thesundaytimes.co.uk/sto/news/uk_news/article233909.ece</ref>

Cracknell obtained a leaked document written by [[Alastair Campbell]] shortly before the 2005 general election which claimed that the Labour party was \"home and dry\".<ref>http://www.prweek.com/article/475544/news-analysis-no-winners-negative-election</ref>

==Business career==
Following his departure from [[The Sunday Times]], he was a Managing Director at PR firm FD, formerly Financial Dynamics, as well as being Chairman of its public affairs division, where he advised [[Northern Rock]] on its recovery plan following the bank being taken into public ownership.

He left in August 2008 to found his own communications firm, Big Tent Communications, of which he is Managing Director.

== Personal life ==

Cracknell lives in London and Rye, East Sussex and is married with three children.

In 2007 Cracknell played piano on a single by [[Gabrielle (singer)|Gabrielle]] and [[Paul Weller]] called \"[[Why (Gabrielle song)|Why]]\".<ref>{{cite news| url=https://www.theguardian.com/media/2007/jul/22/business.theobserver | location=London | work=The Guardian | title=Media Diary | date=22 July 2007}}</ref>

==External links==
* [http://www.bigtentcommunications.com/ Big Tent Communications]

==Notes==
<references />

{{authority control}}

{{DEFAULTSORT:Cracknell, David}}
[[Category:British male journalists]]
[[Category:The Sunday Times people]]
[[Category:Living people]]
[[Category:Alumni of Pembroke College, Oxford]]
[[Category:People educated at Forest School, Walthamstow]]
[[Category:Year of birth missing (living people)]]","{{Use dmy dates|date=September 2016}}
{{Use British English|date=September 2016}}
[[File:David Cracknell.jpg|thumb]]
'''David Cracknell''' is a former journalist in the [[United Kingdom]]. Formerly Political Editor of [[The Sunday Times]], he is head of a public relations firm, Big Tent Communications.

==Early life==

Cracknell attended [[Forest School (Walthamstow)|Forest School]] in London and later went on to [[Pembroke College, Oxford]]. While at Oxford, his short story \"Alternative Medicine\" was published by Margaret Drabble in the first series of [[The Mays]].<ref>[https://www.instagram.com/p/BUihhFUDEpn/]</ref>

==Journalism career==

Prior to launching his own consultancy in 2008, he covered politics for newspapers for over 15 years, including stints at the [[Sunday Telegraph]], [[Press Association]] and finally being political editor at [[The Sunday Times]]. He also helped found [[Sunday Business]] with [[Jeff Randall (journalist)|Jeff Randall]] in 1998.

During his seven years as Political Editor of The Sunday Times, Cracknell contributed to \"an extraordinary run of Whitehall scoops\" which exposed [[Tony Blair]]'s government.<ref>{{Cite web |url=http://www.spectator.co.uk/comic/who-is-behind-the-extraordinary-run-of-whitehall-scoops-in-the-sunday-times/ |title=Archived copy |access-date=31 March 2016 |archive-url=https://web.archive.org/web/20160410015654/http://www.spectator.co.uk/comic/who-is-behind-the-extraordinary-run-of-whitehall-scoops-in-the-sunday-times/ |archive-date=10 April 2016 |url-status=dead }}</ref>

In 23 May 2004 he revealed the doubts of Foreign Secretary Jack Straw that tactics in Iraq were \"heavy handed\".<ref>http://www.timesonline.co.uk/newspaper/0,,2761-1120343,00.html</ref>

Another big story came in April 2004 when he revealed a series of leaked Cabinet papers on [[David Blunkett]]'s plan to introduce compulsory ID cards<ref>http://www.thesundaytimes.co.uk/sto/news/uk_news/article223044.ece</ref>

On 8 August 2004 it was revealed that Sir David Omand, the UK's intelligence and security coordinator, had told a meeting of the British cabinet he was launching a major leak inquiry, which ended up costing an estimated £1m.
<ref>http://www.thesundaytimes.co.uk/sto/news/uk_news/article233909.ece</ref>

Cracknell obtained a leaked document written by [[Alastair Campbell]] shortly before the 2005 general election which claimed that the Labour party was \"home and dry\".<ref>http://www.prweek.com/article/475544/news-analysis-no-winners-negative-election</ref>

==Business career==
Following his departure from [[The Sunday Times]], he was a Managing Director at PR firm FD, formerly Financial Dynamics, as well as being Chairman of its public affairs division, where he advised [[Northern Rock]] on its recovery plan following the bank being taken into public ownership.

He left in August 2008 to found his own communications firm, Big Tent Communications, of which he is Managing Director.

== Personal life ==

Cracknell lives in London and Rye, East Sussex and is married with three children.

In 2007 Cracknell played piano on a single by [[Gabrielle (singer)|Gabrielle]] and [[Paul Weller]] called \"[[Why (Gabrielle song)|Why]]\".<ref>{{cite news| url=https://www.theguardian.com/media/2007/jul/22/business.theobserver | location=London | work=The Guardian | title=Media Diary | date=22 July 2007}}</ref>

==External links==
* [http://www.bigtentcommunications.com/ Big Tent Communications]

==Notes==
<references />

{{DEFAULTSORT:Cracknell, David}}
[[Category:British male journalists]]
[[Category:The Sunday Times people]]
[[Category:Living people]]
[[Category:Alumni of Pembroke College, Oxford]]
[[Category:People educated at Forest School, Walthamstow]]
[[Category:Year of birth missing (living people)]]",David Cracknell,//en.wikipedia.org/wiki/David_Cracknell
"",unsafe,203.192.236.55,"{{Multiple issues|
{{unreliable sources|date=July 2017}}
{{original research|date=August 2017}}
}}

{{Use dmy dates|date=February 2017}}
{{Use Indian English|date=February 2017}}
{{Infobox prepared food
| name             = 
| image            = Neer-dosa.jpg
| image_size       = 270px
| country          = [[India]]
| region           = [[Tulunadu]]
| type             = [[Dosa]]
| main_ingredient  = [[Rice]]
}}
'''Neer dosa''' literally meaning '''water dosa''' in [[kannada language]], is a [[crêpe]] prepared from [[rice]] [[Batter (cooking)|batter]]. Neer dosa is a delicacy from [[Tulu Nadu]] region and part of [[Mangalorean cuisine|Udupi - Mangalorean cuisine]].<ref>{{Cite book|url=https://books.google.com/books?id=ylCqCgAAQBAJ&lpg=PA3&dq=neer%20dosa&pg=PA7#v=onepage&q=neer%20dosa&f=false|title=So Tasty Healthy Low Calorie Vegetarian Cooking Book-2: Take care calorie by calorie DOSAS AND SOUTH INDIAN MOUTH WATERING VARIETIES|last=S|first=Latha Maheswari|date=2015-10-03|publisher=AB Publishing House|isbn=9781517632694|language=en}}</ref><ref name=\":0\">{{Cite news|url=http://vegrecipesofkarnataka.com/6-neer-dosa.php|title=Neer dose Recipe {{!}} How to make neer dosa {{!}} Bari akki dose recipe {{!}} Neer dosa recipe|access-date=2016-12-03}}</ref><ref name=\":2\" />

==Overview==
''Neer'' is the word for water in [[Tulu language|Tulu]] language.<ref>{{Cite news|url=http://www.archanaskitchen.com/magalorean-neer-dosa-recipe-savory-rice-coconut-crepe|title=Magalorean Neer Dosa Recipe (Savory Rice & Coconut Crepe)|last=Doshi|first=Archana|newspaper=Archana's Kitchen|access-date=2016-12-03}}</ref><ref>{{Cite news|url=https://www.whiskaffair.com/neer-dosa|title=Mangalorean Neer Dosa Recipe|last=Affair|first=Whisk|newspaper=whisk affair|access-date=2018-10-03}}</ref><ref>{{Cite web|url=http://www.sailusfood.com/2014/07/15/neer-dosa-recipe/|title=🍲Neer Dosa Recipe - How to make Neer Dosa with chicken curry|date=2014-07-15|website=Indian food recipes - Food and cooking blog|access-date=2016-12-03}}</ref>

Unlike other [[dosa]]s neer dosa is known for its simple preparation method and lack of [[fermentation]]. Usually neer dosa is served with [[coconut chutney]], [[Sambar (dish)|sambar]], saagu and non vegetarian curries like chicken, mutton, fish and egg curry.

== Ingredients ==
Even though many variations exist for Neer Dosa batter, the two basic ingredients common to all of them are just soaked rice (or [[rice flour]]) and little [[salt]].<ref name=\":1\">{{Cite web|url=http://www.sailusfood.com/2014/07/15/neer-dosa-recipe/|title=🍲Neer Dosa Recipe - How to make Neer Dosa with chicken curry|date=2014-07-15|website=Indian food recipes - Food and cooking blog|access-date=2016-12-03}}</ref>{{better source|date=August 2017}}

== Preparation ==
There is no requirement for fermentation of the [[rice]] in order to prepare Neer dosa. The rice needs to be soaked for at least 2 hours. After a quick wash and a drain the rice needs to be ground by adding water in order to get very fine batter. Additional amount of water can be added based on the thickness of the batter and then salt is added for taste. Finally the batter is used to prepare the dosa.<ref name=\":2\">{{Cite book|url=https://books.google.com/books?id=3m6DBAAAQBAJ&lpg=PT38&dq=neer%20dosa%20preparation&pg=PT39#v=onepage&q=neer%20dosa%20preparation&f=false|title=South Indian Cooking|last=Dalal|first=Tarla|publisher=Sanjay & Co|isbn=9788189491796|language=en}}</ref>

==See also==
* [[List of Indian breads]]

==References==
{{reflist}}

==External links==
* {{commons category inline|Neer dosa}}

{{Indian bread}}
{{Pancakes}}

[[Category:Indian breads]]
[[Category:Karnataka cuisine]]
[[Category:Culture of Karnataka]]
[[Category:Mangalorean cuisine]]
[[Category:Tulu Nadu]]
